dataset,full_evidence_delta,gated_full_evidence,gated_graph_actions,hybrid_full_evidence,query_id,question_type,support_count,support_recall_delta
hotpot,0.0,0.0,2.0,0.0,5abe0e4e55429976d4830a62,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe19895542991f661060c2,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe250f5542991f661060ef,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe2b0155429976d4830a83,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe34095542993f32c2a088,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe36aa5542993f32c2a08f,comparison,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abe3abb55429965af743ea1,bridge,2,0.5
hotpot,0.0,0.0,0.0,0.0,5abe3c7555429965af743ea5,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abe3dc65542993f32c2a0c4,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5abe3e545542993f32c2a0c7,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abe3f3455429976d4830aa8,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5abe407155429976d4830ab4,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe436455429976d4830ac6,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe4a365542993f32c2a0dc,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe50b45542991f6610613f,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe535055429976d4830aea,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe54585542991f66106148,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe65e25542993f32c2a101,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe689a55429976d4830b16,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe6f8455429965af743f03,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe731255429965af743f0e,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe765a55429976d4830b1f,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abe79c755429976d4830b2a,bridge,2,0.5
hotpot,1.0,1.0,2.0,0.0,5abe7eb05542993f32c2a12c,bridge,2,0.5
hotpot,1.0,1.0,2.0,0.0,5abe7f695542993f32c2a12d,bridge,2,0.5
hotpot,0.0,1.0,1.0,1.0,5abe80a855429976d4830b43,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe84a95542991f6610619b,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe86365542993f32c2a14d,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe87cb5542993f32c2a156,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abe89dd55429976d4830b5d,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abe8aad55429976d4830b60,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe91895542993f32c2a168,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe92de5542993f32c2a16b,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abe953b5542993f32c2a170,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abe9b095542991f661061ad,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abe9cc95542993f32c2a184,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abe9f7d5542997ec76fd331,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abea6a05542993f32c2a18d,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abea7c25542990832d3a068,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abeab375542990832d3a091,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abeafbb5542997ec76fd347,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abeb0da5542997ec76fd34b,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abeb1925542994516f453f0,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abeb3525542993fe9a41d03,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abeb6645542993fe9a41d11,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abeb7eb5542993fe9a41d1f,bridge,2,0.5
hotpot,0.0,1.0,2.0,1.0,5abebb8f5542994516f4540a,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abebbe65542997719eab59d,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abec12b5542997ec76fd358,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abec2ca5542997719eab5b9,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abec66b5542997ec76fd360,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abec8e45542997ec76fd364,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abec90a5542994516f45438,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abec9b25542997ec76fd366,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abed44b5542990832d3a0db,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5abed4d55542990832d3a0e0,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abed7d75542990832d3a0f7,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abed9435542994516f45457,comparison,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abee2df5542994516f4546a,bridge,2,0.5
hotpot,0.0,0.0,0.0,0.0,5abee69c5542993fe9a41d8b,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abee75f5542993fe9a41d8e,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abeebe25542993fe9a41d9c,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abef8fd5542990832d3a111,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abefa5b5542997ec76fd3a3,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abefbc15542990832d3a117,bridge,2,0.5
hotpot,0.0,1.0,1.0,1.0,5abf04ae5542993fe9a41dbf,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abf0bf95542997719eab63a,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abf10b75542997719eab659,bridge,2,0.5
hotpot,0.0,0.0,0.0,0.0,5abf11d45542997719eab660,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abf12005542997719eab661,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abf12f25542997719eab667,comparison,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abf16965542993fe9a41dd3,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5abf1e825542997ec76fd3cb,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abf30185542990832d3a13f,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abf42f75542993fe9a41dee,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abf44025542993fe9a41def,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abf63f15542997ec76fd3ea,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5abf64265542997ec76fd3eb,bridge,2,0.5
hotpot,0.0,0.0,1.0,0.0,5abf8ae85542990832d3a14b,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abf8cc35542990832d3a14e,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abf8e135542990832d3a14f,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abf92c45542993fe9a41e07,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfa0285542990832d3a171,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abfa0be5542990832d3a173,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5abfa2255542993fe9a41e18,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abfa9745542997ec76fd426,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfaa445542990832d3a18c,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abface75542990832d3a196,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abfad3c5542990832d3a197,bridge,2,0.0
hotpot,-1.0,0.0,1.0,1.0,5abfb3425542990832d3a1c0,bridge,2,-0.5
hotpot,0.0,0.0,2.0,0.0,5abfb4235542990832d3a1ca,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfc8675542993fe9a41e52,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abfc9bf5542993fe9a41e60,bridge,2,-0.5
hotpot,0.0,1.0,1.0,1.0,5abfca465542993fe9a41e65,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abfcd7a5542993fe9a41e7a,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abfcdb55542993fe9a41e7b,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abfce075542994516f454f7,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfd5c45542994516f4550e,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfd83f5542997ec76fd45c,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfdc185542994516f45513,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abfde655542997719eab6f2,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfdfcb5542997d642958fe,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5abfe1115542997d64295909,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abfe2a15542997d6429591c,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abfea825542994516f45527,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abff00c5542994516f45537,comparison,2,0.0
hotpot,0.0,0.0,2.0,0.0,5abff0625542997ec76fd476,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abff0645542994516f45539,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5abff0785542997d64295957,bridge,2,0.5
hotpot,1.0,1.0,2.0,0.0,5abff65c5542994516f45551,bridge,2,0.5
hotpot,0.0,0.0,1.0,0.0,5abffa095542990832d3a1de,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abffafe5542997d64295988,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5abffc0d5542990832d3a1e2,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5abffd10554299012d1db556,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5abffda6554299012d1db55b,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5abffdec554299012d1db55d,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac002705542996f0d89cb05,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac00278554299012d1db56b,comparison,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac00584554299012d1db575,bridge,2,0.5
hotpot,0.0,1.0,2.0,1.0,5ac005a15542997719eab6fc,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac0060f554299012d1db578,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac007cc5542996f0d89cb0b,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac00cde554299012d1db58a,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac00de75542996f0d89cb13,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac017945542997d642959bc,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac017f4554299012d1db5a2,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac01bca5542992a796dec8d,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac01e77554299012d1db5ac,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac0223f5542992a796dec9f,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac023045542996f0d89cb32,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac027005542996f0d89cb3d,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac02880554299012d1db5c0,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac029655542992a796decb3,comparison,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac02b325542992a796decb9,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac02c4a5542992a796decbd,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac02c6b554299294b218f38,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac02d59554299294b218f3b,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac02e31554299294b218f3f,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac033495542996f0d89cb59,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac036b95542992a796deccd,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac038db554299294b218f57,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac046c65542996f0d89cb71,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac048ea554299294b218f74,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac04a265542997d642959f1,bridge,2,0.5
hotpot,0.0,0.0,1.0,0.0,5ac05310554299012d1db5e7,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac056385542997d64295a08,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac05c245542992a796dece5,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac05e035542992a796decf7,bridge,2,0.5
hotpot,0.0,1.0,2.0,1.0,5ac0641f554299294b218fbe,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac06e24554299294b218fd1,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac0714f554299294b218fe1,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0784e554299294b218ff6,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac079e9554299294b218fff,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac07a17554299294b219000,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac07fff554299294b219006,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac0805f5542992a796ded29,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac082535542992a796ded2f,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac097b05542996f0d89cc18,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac0a18a5542992a796ded41,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0aa595542992a796ded5a,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0aa955542997d64295a49,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0aab35542992a796ded5c,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac0b1835542992a796ded65,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac0b6b15542996f0d89cc1e,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac0b8395542996f0d89cc21,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac0c1cf5542992a796ded7c,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0c3275542992a796ded7d,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac0c5805542992a796ded80,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac0c84a554299012d1db633,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac0cfb45542997d64295a58,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac0d1555542997d64295a5d,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac0d5cf554299294b219026,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac0d732554299294b219030,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0d981554299012d1db646,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac0d9a35542992a796ded90,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac0dcf25542996f0d89cc2c,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac0e6fa5542996f0d89cc35,comparison,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac0f7df554299012d1db667,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac0fd56554299012d1db679,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac10832554299012d1db687,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac1089f554299012d1db688,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac10c5e554299294b219074,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac11139554299294b219083,bridge,2,0.5
hotpot,0.0,0.0,1.0,0.0,5ac11201554299294b21908c,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac113e2554299294b21909a,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac116595542992a796dedd1,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac119335542992a796dede4,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac11a8d5542992a796dedee,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac11ee45542997d64295a7d,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac120c55542992a796dedfc,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1218c55429964131be15c,comparison,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac12275554299012d1db6a3,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1276c554299294b2190bc,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac132a755429964131be17c,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac13d5c5542996f0d89cc78,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac13f425542991316484a96,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac1436f5542991316484aad,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac14d0c5542991316484ae2,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac160605542994ab5c67d02,bridge,2,0.5
hotpot,0.0,1.0,1.0,1.0,5ac1620855429964131be1bc,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac1682855429964131be1d2,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac16c2b5542994d76dcce19,bridge,2,-0.5
hotpot,0.0,1.0,0.0,1.0,5ac1725c5542994d76dcce2c,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac173295542994ab5c67d45,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac175635542994ab5c67d4b,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac1795f5542994ab5c67d5f,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac17b485542994ab5c67d65,bridge,2,0.5
hotpot,1.0,1.0,1.0,0.0,5ac17c025542994d76dcce70,bridge,2,0.5
hotpot,1.0,1.0,2.0,0.0,5ac17c865542994ab5c67d6a,bridge,2,1.0
hotpot,1.0,1.0,1.0,0.0,5ac18b585542994ab5c67d76,bridge,2,0.5
hotpot,0.0,0.0,0.0,0.0,5ac195455542991316484b40,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac199955542994ab5c67d8c,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac19b2c55429963665198b6,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac19ba355429963665198b7,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac19d4c55429963665198bb,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac19f405542991316484b5b,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac19ff35542991316484b61,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac19ff65542994d76dcce8f,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac1a04e5542991316484b63,comparison,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac1a2f755429964131be258,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac1a3665542994ab5c67daf,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac1a4745542991316484b82,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1a6a85542994ab5c67db6,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac1a6bf5542991316484b8d,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac1a9cc5542994ab5c67dc0,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac1b5de5542994d76dccec6,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac1b8cd55429963665198fc,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1b8ee5542994d76dccedc,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1b95655429963665198fd,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1bce45542994ab5c67def,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1c4e85542994ab5c67e0c,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac1c6805542994ab5c67e11,bridge,2,0.5
hotpot,0.0,1.0,1.0,1.0,5ac1c73e55429964131be28a,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac1c7605542994ab5c67e14,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac1d40c5542994d76dccef5,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac1d4ad5542994d76dccef7,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac1ff2255429964131be2b3,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac2070755429964131be2bd,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac21ac05542991316484bee,comparison,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac21bac5542991316484bf2,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac23f5255429951e9e684d8,bridge,2,0.5
hotpot,0.0,0.0,2.0,0.0,5ac23f98554299636651994b,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac23ff0554299636651994d,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac245015542992f1f2b3829,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac2455e55429951e9e68512,comparison,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac248fd55429951e9e68525,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac249f55542992f1f2b3831,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac24a035542992f1f2b3832,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac24cc45542996366519963,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac24cea55429951e9e6853a,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac24d725542996366519966,bridge,2,0.5
hotpot,0.0,0.0,2.0,0.0,5ac2509755429951e9e68543,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac250aa5542992f1f2b384d,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac2546a554299636651997b,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac2570a5542992f1f2b3861,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac257fe55429951e9e68562,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac258cc554299636651998e,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac25fa955429951e9e6858c,bridge,2,0.5
hotpot,0.0,0.0,1.0,0.0,5ac2610f55429951e9e68593,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac261265542992f1f2b3896,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac2616b5542996366519997,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac264195542992f1f2b38a5,bridge,2,0.5
hotpot,0.0,1.0,2.0,1.0,5ac2659b55429963665199a1,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac2660d55429951e9e685a1,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac2680055429963665199a8,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac26ac15542992f1f2b38bc,bridge,2,0.0
hotpot,0.0,0.0,1.0,0.0,5ac26b7f55429951e9e685ae,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac26eed55429951e9e685bf,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac270e05542992f1f2b38c9,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac2716f5542992f1f2b38cb,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac272f95542992f1f2b38d3,comparison,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac274fc55429963665199c1,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac2759655429921a00aaf7f,comparison,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac275e755429921a00aaf81,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac275f155429921a00aaf82,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac2768d5542990b17b153a8,bridge,2,0.5
hotpot,0.0,1.0,2.0,1.0,5ac2782d55429963665199cc,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac279345542990b17b153b0,bridge,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac27d2555429963665199dc,bridge,2,0.5
hotpot,0.0,0.0,2.0,0.0,5ac281e355429963665199eb,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac282875542996773102546,comparison,2,0.0
hotpot,1.0,1.0,1.0,0.0,5ac285335542996773102552,bridge,2,0.5
hotpot,0.0,1.0,0.0,1.0,5ac289ff5542996366519a02,comparison,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac290e85542992f1f2b3916,bridge,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac2920555429921a00aafc9,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac292175542996366519a14,bridge,2,0.0
hotpot,0.0,1.0,1.0,1.0,5ac2927b5542996366519a17,comparison,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac2943a55429921a00aafce,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac294b955429921a00aafd0,comparison,2,0.0
hotpot,0.0,1.0,2.0,1.0,5ac298f9554299657fa28fc9,comparison,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac299b155429967731025ad,bridge,2,0.0
hotpot,0.0,0.0,0.0,0.0,5ac29a835542990b17b1542f,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac29aa655429967731025b2,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac29cf8554299218029dac2,bridge,2,0.5
hotpot,1.0,1.0,1.0,0.0,5ac29f58554299657fa28fe4,bridge,2,0.5
hotpot,1.0,1.0,2.0,0.0,5ac2a10e554299657fa28fec,bridge,2,0.5
hotpot,0.0,0.0,0.0,0.0,5ac2a23a55429967731025cc,bridge,2,0.0
hotpot,1.0,1.0,2.0,0.0,5ac2a277554299657fa28ff3,bridge,2,0.5
hotpot,0.0,1.0,1.0,1.0,5ac2a35055429967731025ce,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac2a55b55429921a00ab018,bridge,2,0.0
hotpot,0.0,0.0,2.0,0.0,5ac2a75755429967731025dc,bridge,2,0.0
hotpot,0.0,1.0,0.0,1.0,5ac2ab9455429967731025f0,bridge,2,0.0
